ID,name,synonyms,category,matrix_unit,matrix_amount,components[0].name,components[0].amount,components[0].unit,components[1].name,components[1].amount,components[1].unit,components[2].name,components[2].amount,components[2].unit,components[3].name,components[3].amount,components[3].unit,components[4].name,components[4].amount,components[4].unit,components[5].name,components[5].amount,components[5].unit,components[6].name,components[6].amount,components[6].unit,components[7].name,components[7].amount,components[7].unit,components[8].name,components[8].amount,components[8].unit,components[9].name,components[9].amount,components[9].unit,components[10].name,components[10].amount,components[10].unit,components[11].name,components[11].amount,components[11].unit,components[12].name,components[12].amount,components[12].unit,components[13].name,components[13].amount,components[13].unit,components[14].name,components[14].amount,components[14].unit,components[15].name,components[15].amount,components[15].unit,components[16].name,components[16].amount,components[16].unit,components[17].name,components[17].amount,components[17].unit,components[18].name,components[18].amount,components[18].unit,components[19].name,components[19].amount,components[19].unit,components[20].name,components[20].amount,components[20].unit,components[21].name,components[21].amount,components[21].unit,components[22].name,components[22].amount,components[22].unit,components[23].name,components[23].amount,components[23].unit,components[24].name,components[24].amount,components[24].unit,components[25].name,components[25].amount,components[25].unit,components[26].name,components[26].amount,components[26].unit,components[27].name,components[27].amount,components[27].unit,components[28].name,components[28].amount,components[28].unit,components[30].name,components[30].amount,components[30].unit,components[31].name,components[31].amount,components[31].unit,components[32].name,components[32].amount,components[32].unit,components[33].name,components[33].amount,components[33].unit,components[34].name,components[34].amount,components[34].unit,components[35].name,components[35].amount,components[35].unit,components[36].name,components[36].amount,components[36].unit,components[37].name,components[37].amount,components[37].unit
612,Milchschokolade mit Nüssen,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,g,100,Energie kJ,2360,kJ,Energie kcal,570,kcal,Protein,8.4,g,Alkohol,0,g,Wasser,1.7,g,Kohlenhydrate,46,g,Stärke,0.6,g,,44.7,g,Ballaststoffe,3.2,g,Fett,38,g,Cholesterin,13,mg,Einfache ungesättigte Fettsäuren,17.1,g,Gesättigte Fettsäuren,16.3,g,Mehrfach ungesättigte Fettsäuren,2.6,g,Vitamin A,37,retinol equivalent,all-trans retinol equivalents,35,retinol equivalent,beta-carotene activity,28,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.11,mg,Vitamin B2,0.3,mg,Vitamin B6,0.14,mg,Vitamin B12,0.35,µg,Niacin,0.49,mg,Folat,17,µg,Pantothensäure,0.78,mg,Vitamin C,2.3,mg,Vitamin D,0.2,µg,Vitamin E,5.5,alpha-tocopherol equivalent,Natrium,73,mg,Kalium,440,mg,Chlorid,160,mg,Kalzium,230,mg,Magnesium,64,mg,Phosphor,220,mg,Eisen,1.3,mg,Jodid,7.6,µg,Zink,1.4,mg
641,"Milchschokolade mit Weinbeeren, Nüssen und Mandeln",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,g,100,Energie kJ,2130,kJ,Energie kcal,515,kcal,Protein,7.5,g,Alkohol,0,g,Wasser,3.4,g,Kohlenhydrate,51,g,Stärke,1,g,,50.1,g,Ballaststoffe,4.7,g,Fett,30,g,Cholesterin,12,mg,Einfache ungesättigte Fettsäuren,11.6,g,Gesättigte Fettsäuren,14.2,g,Mehrfach ungesättigte Fettsäuren,2.1,g,Vitamin A,34,retinol equivalent,all-trans retinol equivalents,32,retinol equivalent,beta-carotene activity,27,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.1,mg,Vitamin B2,0.31,mg,Vitamin B6,0.09,mg,Vitamin B12,0.25,µg,Niacin,0.63,mg,Folat,19,µg,Pantothensäure,0.61,mg,Vitamin C,1.8,mg,Vitamin D,0.2,µg,Vitamin E,2.8,alpha-tocopherol equivalent,Natrium,62,mg,Kalium,520,mg,Chlorid,130,mg,Kalzium,200,mg,Magnesium,76,mg,Phosphor,220,mg,Eisen,1.9,mg,Jodid,5.2,µg,Zink,1.2,mg
671,Minestrone,,Gerichte/Eintöpfe und Suppen,g,100,Energie kJ,230,kJ,Energie kcal,55,kcal,Protein,2,g,Alkohol,0,g,Wasser,87.6,g,Kohlenhydrate,7,g,Stärke,4.3,g,,2.6,g,Ballaststoffe,0.4,g,Fett,2,g,Cholesterin,1,mg,Einfache ungesättigte Fettsäuren,0.7,g,Gesättigte Fettsäuren,0.7,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,71,retinol equivalent,all-trans retinol equivalents,1,retinol equivalent,beta-carotene activity,850,beta-carotene equivalent,beta-carotene,850,µg,Vitamin B1,0.02,mg,Vitamin B2,0.02,mg,Vitamin B6,0.04,mg,Vitamin B12,0,µg,Niacin,0.79,mg,Folat,7,µg,Pantothensäure,0.1,mg,Vitamin C,1,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,390,mg,Kalium,110,mg,Chlorid,300,mg,Kalzium,14,mg,Magnesium,5,mg,Phosphor,20,mg,Eisen,0.3,mg,Jodid,0,µg,Zink,0,mg
1087,Minipic Würstchen,,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,1900,kJ,Energie kcal,460,kcal,Protein,26.1,g,Alkohol,0,g,Wasser,26.4,g,Kohlenhydrate,1,g,Stärke,0,g,,0.8,g,Ballaststoffe,0,g,Fett,39,g,Cholesterin,97,mg,Einfache ungesättigte Fettsäuren,18.7,g,Gesättigte Fettsäuren,15.4,g,Mehrfach ungesättigte Fettsäuren,3.8,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.28,mg,Vitamin B2,0.16,mg,Vitamin B6,0.22,mg,Vitamin B12,1.8,µg,Niacin,7.2,mg,Folat,,,Pantothensäure,0.9,mg,Vitamin C,3.9,mg,Vitamin D,1.6,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,1780,mg,Kalium,390,mg,Chlorid,2540,mg,Kalzium,0,mg,Magnesium,28,mg,Phosphor,330,mg,Eisen,3,mg,Jodid,,,Zink,3.9,mg
1053,"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,280,kJ,Energie kcal,65,kcal,Protein,0.8,g,Alkohol,0,g,Wasser,80.1,g,Kohlenhydrate,14,g,Stärke,0,g,,13.8,g,Ballaststoffe,2.6,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,24,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,292,beta-carotene equivalent,beta-carotene,116,µg,Vitamin B1,0.04,mg,Vitamin B2,0.04,mg,Vitamin B6,0.04,mg,Vitamin B12,0,µg,Niacin,0.44,mg,Folat,4.8,µg,Pantothensäure,0.18,mg,Vitamin C,3.1,mg,Vitamin D,0,µg,Vitamin E,0.57,alpha-tocopherol equivalent,Natrium,0,mg,Kalium,180,mg,Chlorid,3.4,mg,Kalzium,12,mg,Magnesium,16,mg,Phosphor,34,mg,Eisen,0.5,mg,Jodid,1.2,µg,Zink,0.1,mg
403,"Mirabelle, roh",,Früchte/Früchte frisch,g,100,Energie kJ,250,kJ,Energie kcal,60,kcal,Protein,0.7,g,Alkohol,0,g,Wasser,82.7,g,Kohlenhydrate,12,g,Stärke,0,g,,12,g,Ballaststoffe,2.3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,21,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,254,beta-carotene equivalent,beta-carotene,180,µg,Vitamin B1,0.06,mg,Vitamin B2,0.04,mg,Vitamin B6,0.05,mg,Vitamin B12,0,µg,Niacin,0.5,mg,Folat,10,µg,Pantothensäure,0.2,mg,Vitamin C,7,mg,Vitamin D,0,µg,Vitamin E,0.5,alpha-tocopherol equivalent,Natrium,0,mg,Kalium,230,mg,Chlorid,3,mg,Kalzium,12,mg,Magnesium,15,mg,Phosphor,33,mg,Eisen,0.5,mg,Jodid,1,µg,Zink,0.1,mg
10545,"Mit Hackfleisch gefüllte Oliven, frittiert",,Salzige Snacks/Sonstige salzige Snacks,g,100,Energie kJ,1340,kJ,Energie kcal,320,kcal,Protein,14.1,g,Alkohol,0.2,g,Wasser,32.8,g,Kohlenhydrate,32,g,Stärke,30.2,g,,1.6,g,Ballaststoffe,3.3,g,Fett,14,g,Cholesterin,55,mg,Einfache ungesättigte Fettsäuren,8.4,g,Gesättigte Fettsäuren,2.7,g,Mehrfach ungesättigte Fettsäuren,1.8,g,Vitamin A,83,retinol equivalent,all-trans retinol equivalents,33,retinol equivalent,beta-carotene activity,605,beta-carotene equivalent,beta-carotene,450,µg,Vitamin B1,0.14,mg,Vitamin B2,0.12,mg,Vitamin B6,0.16,mg,Vitamin B12,0.78,µg,Niacin,0.77,mg,Folat,16,µg,Pantothensäure,0.51,mg,Vitamin C,3.2,mg,Vitamin D,0.6,µg,Vitamin E,1.2,alpha-tocopherol equivalent,Natrium,790,mg,Kalium,180,mg,Chlorid,520,mg,Kalzium,120,mg,Magnesium,25,mg,Phosphor,140,mg,Eisen,1.6,mg,Jodid,6.8,µg,Zink,1.5,mg
602,"Molke, süss",Süssmolke,Milch und Milchprodukte/Milch- und Joghurtgetränke,ml,100,Energie kJ,110,kJ,Energie kcal,25,kcal,Protein,0.8,g,Alkohol,0,g,Wasser,93.6,g,Kohlenhydrate,5,g,Stärke,0,g,,4.7,g,Ballaststoffe,0,g,Fett,0,g,Cholesterin,1,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,3,retinol equivalent,all-trans retinol equivalents,3,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.04,mg,Vitamin B2,0.14,mg,Vitamin B6,0.04,mg,Vitamin B12,0.2,µg,Niacin,0.2,mg,Folat,1,µg,Pantothensäure,0.4,mg,Vitamin C,1,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,45,mg,Kalium,130,mg,Chlorid,100,mg,Kalzium,60,mg,Magnesium,8,mg,Phosphor,40,mg,Eisen,0.1,mg,Jodid,8,µg,Zink,0.1,mg
1039,"Morchel, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Pilze,g,100,Energie kJ,130,kJ,Energie kcal,35,kcal,Protein,2.1,g,Alkohol,0,g,Wasser,87.8,g,Kohlenhydrate,1,g,Stärke,0,g,,0.1,g,Ballaststoffe,8.5,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.12,mg,Vitamin B2,0.06,mg,Vitamin B6,0.05,mg,Vitamin B12,0,µg,Niacin,4.9,mg,Folat,18,µg,Pantothensäure,2.5,mg,Vitamin C,4.4,mg,Vitamin D,3.8,µg,Vitamin E,0.22,alpha-tocopherol equivalent,Natrium,2.1,mg,Kalium,370,mg,Chlorid,9.3,mg,Kalzium,13,mg,Magnesium,16,mg,Phosphor,180,mg,Eisen,1.2,mg,Jodid,12,µg,Zink,0.5,mg
457,"Morchel, roh",,Gemüse/Pilze,g,100,Energie kJ,110,kJ,Energie kcal,30,kcal,Protein,1.7,g,Alkohol,0,g,Wasser,90,g,Kohlenhydrate,1,g,Stärke,0,g,,0.1,g,Ballaststoffe,7,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.13,mg,Vitamin B2,0.06,mg,Vitamin B6,0.05,mg,Vitamin B12,0,µg,Niacin,5,mg,Folat,25,µg,Pantothensäure,2.5,mg,Vitamin C,5,mg,Vitamin D,3.1,µg,Vitamin E,0.19,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,390,mg,Chlorid,8,mg,Kalzium,11,mg,Magnesium,16,mg,Phosphor,160,mg,Eisen,1.2,mg,Jodid,10,µg,Zink,0.5,mg
819,Mortadella,,Fleisch- und Wurstwaren/Brühwurstware,g,100,Energie kJ,1260,kJ,Energie kcal,305,kcal,Protein,15.7,g,Alkohol,0,g,Wasser,53.7,g,Kohlenhydrate,1,g,Stärke,0,g,,0.8,g,Ballaststoffe,0,g,Fett,27,g,Cholesterin,74,mg,Einfache ungesättigte Fettsäuren,12.1,g,Gesättigte Fettsäuren,9.9,g,Mehrfach ungesättigte Fettsäuren,2.7,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.36,mg,Vitamin B2,0.12,mg,Vitamin B6,0.19,mg,Vitamin B12,1.1,µg,Niacin,3,mg,Folat,3,µg,Pantothensäure,0.48,mg,Vitamin C,24.8,mg,Vitamin D,0,µg,Vitamin E,0.41,alpha-tocopherol equivalent,Natrium,840,mg,Kalium,99,mg,Chlorid,1240,mg,Kalzium,3.8,mg,Magnesium,13,mg,Phosphor,170,mg,Eisen,0.9,mg,Jodid,1.5,µg,Zink,1.3,mg
717,Mostbröckli,,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,640,kJ,Energie kcal,150,kcal,Protein,32.6,g,Alkohol,0,g,Wasser,58.4,g,Kohlenhydrate,1,g,Stärke,0,g,,0.5,g,Ballaststoffe,0,g,Fett,2,g,Cholesterin,69,mg,Einfache ungesättigte Fettsäuren,0.9,g,Gesättigte Fettsäuren,0.9,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,2,retinol equivalent,all-trans retinol equivalents,2,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.1,mg,Vitamin B2,0.17,mg,Vitamin B6,0.37,mg,Vitamin B12,1.4,µg,Niacin,7.1,mg,Folat,0,µg,Pantothensäure,0.9,mg,Vitamin C,11.6,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,1860,mg,Kalium,580,mg,Chlorid,2870,mg,Kalzium,0,mg,Magnesium,33,mg,Phosphor,300,mg,Eisen,3.3,mg,Jodid,0,µg,Zink,5.9,mg
82,Mozzarella,,Milch und Milchprodukte/Weichkäse;Milch und Milchprodukte/Frischkäse und Quark,g,100,Energie kJ,1050,kJ,Energie kcal,255,kcal,Protein,18.7,g,Alkohol,0,g,Wasser,58.8,g,Kohlenhydrate,1,g,Stärke,0,g,,0.7,g,Ballaststoffe,0,g,Fett,20,g,Cholesterin,46,mg,Einfache ungesättigte Fettsäuren,6,g,Gesättigte Fettsäuren,11.4,g,Mehrfach ungesättigte Fettsäuren,0.6,g,Vitamin A,194,retinol equivalent,all-trans retinol equivalents,183,retinol equivalent,beta-carotene activity,130,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.03,mg,Vitamin B2,0.27,mg,Vitamin B6,0.07,mg,Vitamin B12,1.7,µg,Niacin,0.4,mg,Folat,16,µg,Pantothensäure,0.21,mg,Vitamin C,0,mg,Vitamin D,0.1,µg,Vitamin E,0.39,alpha-tocopherol equivalent,Natrium,140,mg,Kalium,8,mg,Chlorid,810,mg,Kalzium,340,mg,Magnesium,10,mg,Phosphor,350,mg,Eisen,0.1,mg,Jodid,4.8,µg,Zink,2.6,mg
1175,"Mürbeteig (mit Butter), süss, ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",g,100,Energie kJ,1770,kJ,Energie kcal,425,kcal,Protein,7.8,g,Alkohol,0,g,Wasser,21.1,g,Kohlenhydrate,46,g,Stärke,34.9,g,,10.5,g,Ballaststoffe,1.6,g,Fett,23,g,Cholesterin,115,mg,Einfache ungesättigte Fettsäuren,5.5,g,Gesättigte Fettsäuren,13,g,Mehrfach ungesättigte Fettsäuren,1.6,g,Vitamin A,235,retinol equivalent,all-trans retinol equivalents,227,retinol equivalent,beta-carotene activity,97,beta-carotene equivalent,beta-carotene,95,µg,Vitamin B1,0.11,mg,Vitamin B2,0.09,mg,Vitamin B6,0.13,mg,Vitamin B12,0.78,µg,Niacin,1.4,mg,Folat,8.2,µg,Pantothensäure,0.38,mg,Vitamin C,0,mg,Vitamin D,0.7,µg,Vitamin E,0.7,alpha-tocopherol equivalent,Natrium,280,mg,Kalium,87,mg,Chlorid,410,mg,Kalzium,19,mg,Magnesium,14,mg,Phosphor,88,mg,Eisen,1.1,mg,Jodid,4.6,µg,Zink,0.8,mg
909,"Mürbeteig (mit pflanzlichem Fett), süss, ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",g,100,Energie kJ,1750,kJ,Energie kcal,420,kcal,Protein,7.8,g,Alkohol,0,g,Wasser,21.9,g,Kohlenhydrate,46,g,Stärke,35,g,,10.4,g,Ballaststoffe,1.6,g,Fett,22,g,Cholesterin,58,mg,Einfache ungesättigte Fettsäuren,10.1,g,Gesättigte Fettsäuren,6.2,g,Mehrfach ungesättigte Fettsäuren,4.2,g,Vitamin A,236,retinol equivalent,all-trans retinol equivalents,229,retinol equivalent,beta-carotene activity,93,beta-carotene equivalent,beta-carotene,1,µg,Vitamin B1,0.11,mg,Vitamin B2,0.09,mg,Vitamin B6,0.13,mg,Vitamin B12,0.8,µg,Niacin,1.4,mg,Folat,8.7,µg,Pantothensäure,0.4,mg,Vitamin C,0,mg,Vitamin D,1.6,µg,Vitamin E,5.3,alpha-tocopherol equivalent,Natrium,290,mg,Kalium,92,mg,Chlorid,430,mg,Kalzium,18,mg,Magnesium,14,mg,Phosphor,89,mg,Eisen,1.1,mg,Jodid,21,µg,Zink,0.8,mg
844,Mütschli,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",g,100,Energie kJ,1080,kJ,Energie kcal,255,kcal,Protein,8.7,g,Alkohol,0,g,Wasser,36.2,g,Kohlenhydrate,52,g,Stärke,50.2,g,,0.7,g,Ballaststoffe,2.5,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.06,mg,Vitamin B2,0.05,mg,Vitamin B6,0.14,mg,Vitamin B12,0.02,µg,Niacin,2,mg,Folat,16,µg,Pantothensäure,0.17,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0.24,alpha-tocopherol equivalent,Natrium,690,mg,Kalium,100,mg,Chlorid,1070,mg,Kalzium,15,mg,Magnesium,18,mg,Phosphor,73,mg,Eisen,1.2,mg,Jodid,0.8,µg,Zink,0.8,mg
1579,"Nasi Goreng, zubereitet",,Gerichte/Asiatische Gerichte,g,100,Energie kJ,540,kJ,Energie kcal,130,kcal,Protein,11,g,Alkohol,0,g,Wasser,68.9,g,Kohlenhydrate,16,g,Stärke,15.4,g,,0.7,g,Ballaststoffe,0.5,g,Fett,2,g,Cholesterin,23,mg,Einfache ungesättigte Fettsäuren,1.1,g,Gesättigte Fettsäuren,0.4,g,Mehrfach ungesättigte Fettsäuren,0.3,g,Vitamin A,24,retinol equivalent,all-trans retinol equivalents,2,retinol equivalent,beta-carotene activity,271,beta-carotene equivalent,beta-carotene,104,µg,Vitamin B1,0.08,mg,Vitamin B2,0.07,mg,Vitamin B6,0.15,mg,Vitamin B12,0.05,µg,Niacin,1,mg,Folat,3.6,µg,Pantothensäure,0.37,mg,Vitamin C,10.7,mg,Vitamin D,0.3,µg,Vitamin E,0.22,alpha-tocopherol equivalent,Natrium,510,mg,Kalium,140,mg,Chlorid,720,mg,Kalzium,18,mg,Magnesium,15,mg,Phosphor,100,mg,Eisen,0.4,mg,Jodid,1.3,µg,Zink,0.7,mg
404,"Nektarine, roh",,Früchte/Früchte frisch,g,100,Energie kJ,220,kJ,Energie kcal,55,kcal,Protein,0.9,g,Alkohol,0,g,Wasser,86,g,Kohlenhydrate,10,g,Stärke,0,g,,10.2,g,Ballaststoffe,2.2,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,42,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,510,beta-carotene equivalent,beta-carotene,330,µg,Vitamin B1,0.02,mg,Vitamin B2,0.05,mg,Vitamin B6,0.03,mg,Vitamin B12,0,µg,Niacin,1,mg,Folat,9,µg,Pantothensäure,0.2,mg,Vitamin C,20,mg,Vitamin D,0,µg,Vitamin E,0.5,alpha-tocopherol equivalent,Natrium,4,mg,Kalium,210,mg,Chlorid,5,mg,Kalzium,7,mg,Magnesium,10,mg,Phosphor,18,mg,Eisen,0.2,mg,Jodid,1,µg,Zink,0.1,mg
913,Nussgipfel aus Blätterteig,,Süssigkeiten/Sonstige süsse Backwaren,g,100,Energie kJ,1730,kJ,Energie kcal,420,kcal,Protein,6.6,g,Alkohol,0,g,Wasser,28.3,g,Kohlenhydrate,36,g,Stärke,19.1,g,,13.8,g,Ballaststoffe,2.6,g,Fett,27,g,Cholesterin,67,mg,Einfache ungesättigte Fettsäuren,12.5,g,Gesättigte Fettsäuren,10,g,Mehrfach ungesättigte Fettsäuren,2.2,g,Vitamin A,164,retinol equivalent,all-trans retinol equivalents,158,retinol equivalent,beta-carotene activity,71,beta-carotene equivalent,beta-carotene,60,µg,Vitamin B1,0.08,mg,Vitamin B2,0.04,mg,Vitamin B6,0.15,mg,Vitamin B12,0.12,µg,Niacin,0.92,mg,Folat,12,µg,Pantothensäure,0.37,mg,Vitamin C,0.4,mg,Vitamin D,0.4,µg,Vitamin E,5.3,alpha-tocopherol equivalent,Natrium,210,mg,Kalium,170,mg,Chlorid,330,mg,Kalzium,44,mg,Magnesium,37,mg,Phosphor,110,mg,Eisen,1.4,mg,Jodid,1.8,µg,Zink,1,mg
914,Nussgipfel aus Hefeteig,,Süssigkeiten/Sonstige süsse Backwaren,g,100,Energie kJ,1320,kJ,Energie kcal,315,kcal,Protein,7.5,g,Alkohol,0,g,Wasser,35.8,g,Kohlenhydrate,42,g,Stärke,22.8,g,,8.3,g,Ballaststoffe,2.6,g,Fett,13,g,Cholesterin,36,mg,Einfache ungesättigte Fettsäuren,6.8,g,Gesättigte Fettsäuren,3.4,g,Mehrfach ungesättigte Fettsäuren,1.5,g,Vitamin A,55,retinol equivalent,all-trans retinol equivalents,53,retinol equivalent,beta-carotene activity,21,beta-carotene equivalent,beta-carotene,15,µg,Vitamin B1,0.16,mg,Vitamin B2,0.13,mg,Vitamin B6,0.17,mg,Vitamin B12,0.41,µg,Niacin,1.6,mg,Folat,31,µg,Pantothensäure,0.38,mg,Vitamin C,0.3,mg,Vitamin D,0.2,µg,Vitamin E,3.2,alpha-tocopherol equivalent,Natrium,260,mg,Kalium,180,mg,Chlorid,410,mg,Kalzium,51,mg,Magnesium,34,mg,Phosphor,120,mg,Eisen,1.4,mg,Jodid,2.4,µg,Zink,1,mg
372,"Nüsslisalat, roh",Feldsalat;Rapunzelsalat,Gemüse/Gemüse frisch,g,100,Energie kJ,100,kJ,Energie kcal,25,kcal,Protein,2,g,Alkohol,0,g,Wasser,92.8,g,Kohlenhydrate,2,g,Stärke,0,g,,2,g,Ballaststoffe,1.7,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,330,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,3960,beta-carotene equivalent,beta-carotene,3960,µg,Vitamin B1,0.07,mg,Vitamin B2,0.09,mg,Vitamin B6,0.27,mg,Vitamin B12,0,µg,Niacin,0.4,mg,Folat,160,µg,Pantothensäure,0.04,mg,Vitamin C,38,mg,Vitamin D,0,µg,Vitamin E,0.3,alpha-tocopherol equivalent,Natrium,4,mg,Kalium,460,mg,Chlorid,70,mg,Kalzium,38,mg,Magnesium,13,mg,Phosphor,53,mg,Eisen,2.1,mg,Jodid,35,µg,Zink,0.5,mg
915,Nussschnecke aus Hefeteig,Hefeschnecke,Süssigkeiten/Sonstige süsse Backwaren,g,100,Energie kJ,1850,kJ,Energie kcal,445,kcal,Protein,12,g,Alkohol,0,g,Wasser,8.6,g,Kohlenhydrate,54,g,Stärke,40.8,g,,13.1,g,Ballaststoffe,3.8,g,Fett,19,g,Cholesterin,62,mg,Einfache ungesättigte Fettsäuren,9.6,g,Gesättigte Fettsäuren,5.7,g,Mehrfach ungesättigte Fettsäuren,1.9,g,Vitamin A,96,retinol equivalent,all-trans retinol equivalents,93,retinol equivalent,beta-carotene activity,38,beta-carotene equivalent,beta-carotene,28,µg,Vitamin B1,0.26,mg,Vitamin B2,0.21,mg,Vitamin B6,0.28,mg,Vitamin B12,0.73,µg,Niacin,2.7,mg,Folat,52,µg,Pantothensäure,0.62,mg,Vitamin C,0.5,mg,Vitamin D,0.3,µg,Vitamin E,4.5,alpha-tocopherol equivalent,Natrium,470,mg,Kalium,270,mg,Chlorid,740,mg,Kalzium,74,mg,Magnesium,46,mg,Phosphor,190,mg,Eisen,2.1,mg,Jodid,4,µg,Zink,1.5,mg
818,"Ofen-Frites, tiefgekühlt",Ofen-Pommes,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",g,100,Energie kJ,540,kJ,Energie kcal,130,kcal,Protein,1.8,g,Alkohol,0,g,Wasser,73.2,g,Kohlenhydrate,18,g,Stärke,17.2,g,,1,g,Ballaststoffe,1.3,g,Fett,5,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,3.6,g,Gesättigte Fettsäuren,0.3,g,Mehrfach ungesättigte Fettsäuren,0.7,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.17,mg,Vitamin B2,0.02,mg,Vitamin B6,0.42,mg,Vitamin B12,0,µg,Niacin,0.48,mg,Folat,29,µg,Pantothensäure,0.35,mg,Vitamin C,12.9,mg,Vitamin D,0,µg,Vitamin E,0.96,alpha-tocopherol equivalent,Natrium,8.6,mg,Kalium,320,mg,Chlorid,59,mg,Kalzium,5.2,mg,Magnesium,15,mg,Phosphor,34,mg,Eisen,0.4,mg,Jodid,2.9,µg,Zink,0.2,mg
