ID,name,synonyms,category,matrix_unit,matrix_amount,components[0].name,components[0].amount,components[0].unit,components[1].name,components[1].amount,components[1].unit,components[2].name,components[2].amount,components[2].unit,components[3].name,components[3].amount,components[3].unit,components[4].name,components[4].amount,components[4].unit,components[5].name,components[5].amount,components[5].unit,components[6].name,components[6].amount,components[6].unit,components[7].name,components[7].amount,components[7].unit,components[8].name,components[8].amount,components[8].unit,components[9].name,components[9].amount,components[9].unit,components[10].name,components[10].amount,components[10].unit,components[11].name,components[11].amount,components[11].unit,components[12].name,components[12].amount,components[12].unit,components[13].name,components[13].amount,components[13].unit,components[14].name,components[14].amount,components[14].unit,components[15].name,components[15].amount,components[15].unit,components[16].name,components[16].amount,components[16].unit,components[17].name,components[17].amount,components[17].unit,components[18].name,components[18].amount,components[18].unit,components[19].name,components[19].amount,components[19].unit,components[20].name,components[20].amount,components[20].unit,components[21].name,components[21].amount,components[21].unit,components[22].name,components[22].amount,components[22].unit,components[23].name,components[23].amount,components[23].unit,components[24].name,components[24].amount,components[24].unit,components[25].name,components[25].amount,components[25].unit,components[26].name,components[26].amount,components[26].unit,components[27].name,components[27].amount,components[27].unit,components[28].name,components[28].amount,components[28].unit,components[30].name,components[30].amount,components[30].unit,components[31].name,components[31].amount,components[31].unit,components[32].name,components[32].amount,components[32].unit,components[33].name,components[33].amount,components[33].unit,components[34].name,components[34].amount,components[34].unit,components[35].name,components[35].amount,components[35].unit,components[36].name,components[36].amount,components[36].unit,components[37].name,components[37].amount,components[37].unit
620,"Birne, gezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,400,kJ,Energie kcal,95,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,76.2,g,Kohlenhydrate,21,g,Stärke,0,g,Zucker,21,g,Ballaststoffe,2.1,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.02,mg,Vitamin B2,0.02,mg,Vitamin B6,0.02,mg,Vitamin B12,0,µg,Niacin,0.16,mg,Folat,4.5,µg,Pantothensäure,0.08,mg,Vitamin C,2.2,mg,Vitamin D,0,µg,Vitamin E,0.34,alpha-tocopherol equivalent,Natrium,1.8,mg,Kalium,100,mg,Chlorid,2,mg,Kalzium,8.6,mg,Magnesium,6.3,mg,Phosphor,12,mg,Eisen,0.2,mg,Jodid,0.7,µg,Zink,0.1,mg
382,"Birne, roh",,Früchte/Früchte frisch,g,100,Energie kJ,250,kJ,Energie kcal,60,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,84.7,g,Kohlenhydrate,12,g,Stärke,0,g,Zucker,12.2,g,Ballaststoffe,2.3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,4,beta-carotene equivalent,beta-carotene,4,µg,Vitamin B1,0.03,mg,Vitamin B2,0.03,mg,Vitamin B6,0.02,mg,Vitamin B12,0,µg,Niacin,0.2,mg,Folat,10,µg,Pantothensäure,0.1,mg,Vitamin C,5,mg,Vitamin D,0,µg,Vitamin E,0.5,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,120,mg,Chlorid,2,mg,Kalzium,10,mg,Magnesium,7,mg,Phosphor,13,mg,Eisen,0.2,mg,Jodid,0.8,µg,Zink,0.1,mg
626,"Birne, ungezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,250,kJ,Energie kcal,60,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,84.7,g,Kohlenhydrate,12,g,Stärke,0,g,Zucker,12.2,g,Ballaststoffe,2.3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,1,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,10,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.02,mg,Vitamin B2,0.03,mg,Vitamin B6,0.02,mg,Vitamin B12,0,µg,Niacin,0.18,mg,Folat,5,µg,Pantothensäure,0.08,mg,Vitamin C,2.5,mg,Vitamin D,0,µg,Vitamin E,0.38,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,110,mg,Chlorid,2,mg,Kalzium,9.5,mg,Magnesium,7,mg,Phosphor,13,mg,Eisen,0.2,mg,Jodid,0.8,µg,Zink,0.1,mg
1483,"Birnenkuchen, gebacken (mit Blätterteig)",Birnenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",g,100,Energie kJ,610,kJ,Energie kcal,145,kcal,Protein,2.4,g,Alkohol,0,g,Wasser,71.9,g,Kohlenhydrate,17,g,Stärke,6.9,g,Zucker,9.9,g,Ballaststoffe,1.8,g,Fett,7,g,Cholesterin,39,mg,Einfache ungesättigte Fettsäuren,1.7,g,Gesättigte Fettsäuren,3.8,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,72,retinol equivalent,all-trans retinol equivalents,69,retinol equivalent,beta-carotene activity,31,beta-carotene equivalent,beta-carotene,28,µg,Vitamin B1,0.04,mg,Vitamin B2,0.06,mg,Vitamin B6,0.04,mg,Vitamin B12,0.31,µg,Niacin,0.38,mg,Folat,5,µg,Pantothensäure,0.18,mg,Vitamin C,2.7,mg,Vitamin D,0.2,µg,Vitamin E,0.52,alpha-tocopherol equivalent,Natrium,93,mg,Kalium,110,mg,Chlorid,140,mg,Kalzium,23,mg,Magnesium,8.6,mg,Phosphor,40,mg,Eisen,0.4,mg,Jodid,3,µg,Zink,0.3,mg
1484,"Birnenkuchen, gebacken (mit Kuchenteig)",Birnenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",g,100,Energie kJ,570,kJ,Energie kcal,140,kcal,Protein,2.8,g,Alkohol,0,g,Wasser,71.2,g,Kohlenhydrate,19,g,Stärke,9.1,g,Zucker,9.9,g,Ballaststoffe,2,g,Fett,5,g,Cholesterin,33,mg,Einfache ungesättigte Fettsäuren,1.2,g,Gesättigte Fettsäuren,2.6,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,50,retinol equivalent,all-trans retinol equivalents,48,retinol equivalent,beta-carotene activity,22,beta-carotene equivalent,beta-carotene,19,µg,Vitamin B1,0.04,mg,Vitamin B2,0.06,mg,Vitamin B6,0.05,mg,Vitamin B12,0.31,µg,Niacin,0.47,mg,Folat,5.2,µg,Pantothensäure,0.19,mg,Vitamin C,2.7,mg,Vitamin D,0.2,µg,Vitamin E,0.49,alpha-tocopherol equivalent,Natrium,100,mg,Kalium,110,mg,Chlorid,150,mg,Kalzium,23,mg,Magnesium,9.3,mg,Phosphor,42,mg,Eisen,0.4,mg,Jodid,3.1,µg,Zink,0.3,mg
562,Birnensaft,,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,ml,100,Energie kJ,220,kJ,Energie kcal,50,kcal,Protein,0.5,g,Alkohol,0,g,Wasser,85.7,g,Kohlenhydrate,11,g,Stärke,0,g,Zucker,11,g,Ballaststoffe,0,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.02,mg,Vitamin B2,0.02,mg,Vitamin B6,0.01,mg,Vitamin B12,0,µg,Niacin,0.17,mg,Folat,9,µg,Pantothensäure,0.05,mg,Vitamin C,3,mg,Vitamin D,0,µg,Vitamin E,0.44,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,110,mg,Chlorid,2,mg,Kalzium,9,mg,Magnesium,7,mg,Phosphor,16,mg,Eisen,0.3,mg,Jodid,1,µg,Zink,0.2,mg
862,Birnenweggen,,Süssigkeiten/Sonstige süsse Backwaren,g,100,Energie kJ,1500,kJ,Energie kcal,360,kcal,Protein,5,g,Alkohol,0.3,g,Wasser,20,g,Kohlenhydrate,57,g,Stärke,19.6,g,Zucker,33.7,g,Ballaststoffe,7.7,g,Fett,10,g,Cholesterin,25,mg,Einfache ungesättigte Fettsäuren,2.5,g,Gesättigte Fettsäuren,5.8,g,Mehrfach ungesättigte Fettsäuren,0.9,g,Vitamin A,100,retinol equivalent,all-trans retinol equivalents,91,retinol equivalent,beta-carotene activity,107,beta-carotene equivalent,beta-carotene,80,µg,Vitamin B1,0.08,mg,Vitamin B2,0.08,mg,Vitamin B6,0.1,mg,Vitamin B12,0,µg,Niacin,1.2,mg,Folat,16,µg,Pantothensäure,0.22,mg,Vitamin C,3.6,mg,Vitamin D,0.2,µg,Vitamin E,1.1,alpha-tocopherol equivalent,Natrium,290,mg,Kalium,330,mg,Chlorid,460,mg,Kalzium,62,mg,Magnesium,30,mg,Phosphor,79,mg,Eisen,2,mg,Jodid,2.5,µg,Zink,0.8,mg
579,Blanc battu,,Milch und Milchprodukte/Frischkäse und Quark,g,100,Energie kJ,190,kJ,Energie kcal,45,kcal,Protein,7.6,g,Alkohol,0,g,Wasser,58.7,g,Kohlenhydrate,3,g,Stärke,0,g,Zucker,2.4,g,Ballaststoffe,0,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.01,mg,Vitamin B2,0.13,mg,Vitamin B6,0.03,mg,Vitamin B12,0.27,µg,Niacin,0.22,mg,Folat,13,µg,Pantothensäure,0.11,mg,Vitamin C,0.1,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,23,mg,Kalium,98,mg,Chlorid,70,mg,Kalzium,77,mg,Magnesium,6.9,mg,Phosphor,100,mg,Eisen,0,mg,Jodid,7,µg,Zink,0.4,mg
604,Blanc battu mit Früchten light,,Milch und Milchprodukte/Frischkäse und Quark,g,100,Energie kJ,290,kJ,Energie kcal,70,kcal,Protein,8,g,Alkohol,0,g,Wasser,74.8,g,Kohlenhydrate,8,g,Stärke,2.6,g,Zucker,5.4,g,Ballaststoffe,0.3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,2,retinol equivalent,all-trans retinol equivalents,1,retinol equivalent,beta-carotene activity,15,beta-carotene equivalent,beta-carotene,10,µg,Vitamin B1,0.03,mg,Vitamin B2,0.22,mg,Vitamin B6,0.05,mg,Vitamin B12,0.45,µg,Niacin,0.29,mg,Folat,17,µg,Pantothensäure,0.31,mg,Vitamin C,1.9,mg,Vitamin D,0,µg,Vitamin E,0.16,alpha-tocopherol equivalent,Natrium,48,mg,Kalium,180,mg,Chlorid,110,mg,Kalzium,130,mg,Magnesium,14,mg,Phosphor,140,mg,Eisen,0.1,mg,Jodid,10,µg,Zink,0.5,mg
904,"Blätterteig hausgemacht (Butter), ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",g,100,Energie kJ,1510,kJ,Energie kcal,365,kcal,Protein,5.2,g,Alkohol,0,g,Wasser,38.3,g,Kohlenhydrate,29,g,Stärke,28.8,g,Zucker,0.3,g,Ballaststoffe,1.3,g,Fett,25,g,Cholesterin,65,mg,Einfache ungesättigte Fettsäuren,5.8,g,Gesättigte Fettsäuren,14.6,g,Mehrfach ungesättigte Fettsäuren,1.4,g,Vitamin A,243,retinol equivalent,all-trans retinol equivalents,234,retinol equivalent,beta-carotene activity,110,beta-carotene equivalent,beta-carotene,109,µg,Vitamin B1,0.06,mg,Vitamin B2,0.03,mg,Vitamin B6,0.08,mg,Vitamin B12,0,µg,Niacin,1.1,mg,Folat,6.7,µg,Pantothensäure,0.14,mg,Vitamin C,0,mg,Vitamin D,0.4,µg,Vitamin E,0.69,alpha-tocopherol equivalent,Natrium,340,mg,Kalium,61,mg,Chlorid,530,mg,Kalzium,13,mg,Magnesium,11,mg,Phosphor,53,mg,Eisen,0.7,mg,Jodid,0.5,µg,Zink,0.5,mg
905,"Blätterteig hausgemacht (mit pflanzlichem Fett), ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",g,100,Energie kJ,1490,kJ,Energie kcal,360,kcal,Protein,5.2,g,Alkohol,0,g,Wasser,39.3,g,Kohlenhydrate,29,g,Stärke,28.9,g,Zucker,0.1,g,Ballaststoffe,1.3,g,Fett,24,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,11.1,g,Gesättigte Fettsäuren,6.7,g,Mehrfach ungesättigte Fettsäuren,4.4,g,Vitamin A,244,retinol equivalent,all-trans retinol equivalents,235,retinol equivalent,beta-carotene activity,106,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.06,mg,Vitamin B2,0.02,mg,Vitamin B6,0.08,mg,Vitamin B12,0.03,µg,Niacin,1.2,mg,Folat,7.3,µg,Pantothensäure,0.17,mg,Vitamin C,0,mg,Vitamin D,1.5,µg,Vitamin E,6,alpha-tocopherol equivalent,Natrium,360,mg,Kalium,68,mg,Chlorid,560,mg,Kalzium,12,mg,Magnesium,12,mg,Phosphor,53,mg,Eisen,0.7,mg,Jodid,0.9,µg,Zink,0.5,mg
849,"Blätterteigpastetli, Butter",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",g,100,Energie kJ,2350,kJ,Energie kcal,565,kcal,Protein,5.8,g,Alkohol,0,g,Wasser,7.3,g,Kohlenhydrate,43,g,Stärke,42.1,g,Zucker,1,g,Ballaststoffe,2,g,Fett,41,g,Cholesterin,118,mg,Einfache ungesättigte Fettsäuren,11.2,g,Gesättigte Fettsäuren,25,g,Mehrfach ungesättigte Fettsäuren,1.4,g,Vitamin A,179,retinol equivalent,all-trans retinol equivalents,175,retinol equivalent,beta-carotene activity,48,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.14,mg,Vitamin B2,0,mg,Vitamin B6,0.07,mg,Vitamin B12,0,µg,Niacin,1.1,mg,Folat,7,µg,Pantothensäure,0.1,mg,Vitamin C,0,mg,Vitamin D,0.6,µg,Vitamin E,2.2,alpha-tocopherol equivalent,Natrium,470,mg,Kalium,88,mg,Chlorid,0,mg,Kalzium,90,mg,Magnesium,15,mg,Phosphor,68,mg,Eisen,1.5,mg,Jodid,0,µg,Zink,0,mg
928,Blätterteigstängel,Flûtes,Salzige Snacks/Blätterteiggebäcke,g,100,Energie kJ,2070,kJ,Energie kcal,500,kcal,Protein,7.2,g,Alkohol,0,g,Wasser,14.5,g,Kohlenhydrate,40,g,Stärke,39.7,g,Zucker,0.3,g,Ballaststoffe,1.8,g,Fett,34,g,Cholesterin,45,mg,Einfache ungesättigte Fettsäuren,11.6,g,Gesättigte Fettsäuren,14.6,g,Mehrfach ungesättigte Fettsäuren,4,g,Vitamin A,335,retinol equivalent,all-trans retinol equivalents,322,retinol equivalent,beta-carotene activity,149,beta-carotene equivalent,beta-carotene,67,µg,Vitamin B1,0.06,mg,Vitamin B2,0.03,mg,Vitamin B6,0.1,mg,Vitamin B12,0.02,µg,Niacin,1.5,mg,Folat,4.8,µg,Pantothensäure,0.16,mg,Vitamin C,0,mg,Vitamin D,1.3,µg,Vitamin E,4.6,alpha-tocopherol equivalent,Natrium,1040,mg,Kalium,89,mg,Chlorid,1580,mg,Kalzium,17,mg,Magnesium,16,mg,Phosphor,73,mg,Eisen,1,mg,Jodid,1.2,µg,Zink,0.7,mg
1165,"Blattgemüse (Durchschnitt exkl. Salate), gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,100,kJ,Energie kcal,25,kcal,Protein,1.6,g,Alkohol,0,g,Wasser,92.3,g,Kohlenhydrate,2,g,Stärke,0.2,g,Zucker,2.2,g,Ballaststoffe,2.4,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,114,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1370,beta-carotene equivalent,beta-carotene,1230,µg,Vitamin B1,0.05,mg,Vitamin B2,0.06,mg,Vitamin B6,0.11,mg,Vitamin B12,0,µg,Niacin,0.3,mg,Folat,38,µg,Pantothensäure,0.23,mg,Vitamin C,18.3,mg,Vitamin D,0,µg,Vitamin E,1,alpha-tocopherol equivalent,Natrium,18,mg,Kalium,210,mg,Chlorid,38,mg,Kalzium,48,mg,Magnesium,16,mg,Phosphor,34,mg,Eisen,0.5,mg,Jodid,2.4,µg,Zink,0.2,mg
1166,"Blattgemüse (Durchschnitt exkl. Salate), gedünstet (ohne Zugabe von Salz und Fett)",,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,110,kJ,Energie kcal,25,kcal,Protein,1.7,g,Alkohol,0,g,Wasser,91.9,g,Kohlenhydrate,3,g,Stärke,0.2,g,Zucker,2.3,g,Ballaststoffe,2.6,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,120,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1440,beta-carotene equivalent,beta-carotene,1290,µg,Vitamin B1,0.06,mg,Vitamin B2,0.06,mg,Vitamin B6,0.12,mg,Vitamin B12,0,µg,Niacin,0.37,mg,Folat,47,µg,Pantothensäure,0.25,mg,Vitamin C,21.1,mg,Vitamin D,0,µg,Vitamin E,1.1,alpha-tocopherol equivalent,Natrium,22,mg,Kalium,260,mg,Chlorid,42,mg,Kalzium,53,mg,Magnesium,19,mg,Phosphor,38,mg,Eisen,0.7,mg,Jodid,2.7,µg,Zink,0.2,mg
1164,"Blattgemüse (Durchschnitt exkl. Salate), gekocht (ohne Zugabe von Salz und Fett)",,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,100,kJ,Energie kcal,25,kcal,Protein,1.6,g,Alkohol,0,g,Wasser,92.3,g,Kohlenhydrate,2,g,Stärke,0.2,g,Zucker,2.2,g,Ballaststoffe,2.5,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,115,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1380,beta-carotene equivalent,beta-carotene,1240,µg,Vitamin B1,0.04,mg,Vitamin B2,0.04,mg,Vitamin B6,0.08,mg,Vitamin B12,0,µg,Niacin,0.23,mg,Folat,29,µg,Pantothensäure,0.18,mg,Vitamin C,11.6,mg,Vitamin D,0,µg,Vitamin E,1,alpha-tocopherol equivalent,Natrium,16,mg,Kalium,120,mg,Chlorid,36,mg,Kalzium,48,mg,Magnesium,10,mg,Phosphor,32,mg,Eisen,0.5,mg,Jodid,2.3,µg,Zink,0.2,mg
1127,"Blattsalat (Durchschnitt), roh ",,Gemüse/Gemüse frisch,g,100,Energie kJ,80,kJ,Energie kcal,20,kcal,Protein,1.6,g,Alkohol,0,g,Wasser,93.9,g,Kohlenhydrate,1,g,Stärke,0,g,Zucker,1.4,g,Ballaststoffe,1.9,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,163,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1960,beta-carotene equivalent,beta-carotene,1940,µg,Vitamin B1,0.06,mg,Vitamin B2,0.08,mg,Vitamin B6,0.09,mg,Vitamin B12,0,µg,Niacin,0.37,mg,Folat,81,µg,Pantothensäure,0.2,mg,Vitamin C,16.6,mg,Vitamin D,0,µg,Vitamin E,0.6,alpha-tocopherol equivalent,Natrium,18,mg,Kalium,270,mg,Chlorid,36,mg,Kalzium,53,mg,Magnesium,12,mg,Phosphor,35,mg,Eisen,1,mg,Jodid,5.7,µg,Zink,0.3,mg
1191,Blauschimmelkäse (Durchschnitt),,Milch und Milchprodukte/Hartkäse,g,100,Energie kJ,1490,kJ,Energie kcal,365,kcal,Protein,19.1,g,Alkohol,0,g,Wasser,42.5,g,Kohlenhydrate,0,g,Stärke,0,g,Zucker,0,g,Ballaststoffe,0,g,Fett,32,g,Cholesterin,94,mg,Einfache ungesättigte Fettsäuren,7.4,g,Gesättigte Fettsäuren,18.9,g,Mehrfach ungesättigte Fettsäuren,1.4,g,Vitamin A,218,retinol equivalent,all-trans retinol equivalents,214,retinol equivalent,beta-carotene activity,44,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.03,mg,Vitamin B2,0.39,mg,Vitamin B6,0.1,mg,Vitamin B12,0.85,µg,Niacin,0.51,mg,Folat,46,µg,Pantothensäure,1.1,mg,Vitamin C,0,mg,Vitamin D,0.2,µg,Vitamin E,0.67,alpha-tocopherol equivalent,Natrium,1530,mg,Kalium,130,mg,Chlorid,2100,mg,Kalzium,600,mg,Magnesium,24,mg,Phosphor,400,mg,Eisen,0.4,mg,Jodid,40,µg,Zink,2.5,mg
1004,"Blumenkohl, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,120,kJ,Energie kcal,30,kcal,Protein,2.5,g,Alkohol,0,g,Wasser,91.5,g,Kohlenhydrate,2,g,Stärke,0.3,g,Zucker,2.1,g,Ballaststoffe,2.5,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,2,beta-carotene equivalent,beta-carotene,2,µg,Vitamin B1,0.08,mg,Vitamin B2,0.08,mg,Vitamin B6,0.18,mg,Vitamin B12,0,µg,Niacin,0.51,mg,Folat,52,µg,Pantothensäure,0.63,mg,Vitamin C,43.4,mg,Vitamin D,0,µg,Vitamin E,0.21,alpha-tocopherol equivalent,Natrium,12,mg,Kalium,290,mg,Chlorid,19,mg,Kalzium,20,mg,Magnesium,14,mg,Phosphor,48,mg,Eisen,0.4,mg,Jodid,0.6,µg,Zink,0.3,mg
350,"Blumenkohl, roh",,Gemüse/Gemüse frisch,g,100,Energie kJ,110,kJ,Energie kcal,30,kcal,Protein,2.4,g,Alkohol,0,g,Wasser,91.9,g,Kohlenhydrate,2,g,Stärke,0.3,g,Zucker,2,g,Ballaststoffe,2.4,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,2,beta-carotene equivalent,beta-carotene,2,µg,Vitamin B1,0.09,mg,Vitamin B2,0.08,mg,Vitamin B6,0.2,mg,Vitamin B12,0,µg,Niacin,0.6,mg,Folat,83,µg,Pantothensäure,0.7,mg,Vitamin C,55,mg,Vitamin D,0,µg,Vitamin E,0.2,alpha-tocopherol equivalent,Natrium,14,mg,Kalium,320,mg,Chlorid,19,mg,Kalzium,20,mg,Magnesium,15,mg,Phosphor,48,mg,Eisen,0.5,mg,Jodid,0.6,µg,Zink,0.3,mg
778,Blutwurst,,Fleisch- und Wurstwaren/Kochwurstware,g,100,Energie kJ,630,kJ,Energie kcal,155,kcal,Protein,10.7,g,Alkohol,0,g,Wasser,73.1,g,Kohlenhydrate,3,g,Stärke,0,g,Zucker,2.6,g,Ballaststoffe,0.1,g,Fett,11,g,Cholesterin,32,mg,Einfache ungesättigte Fettsäuren,4.6,g,Gesättigte Fettsäuren,4.5,g,Mehrfach ungesättigte Fettsäuren,1.1,g,Vitamin A,22,retinol equivalent,all-trans retinol equivalents,21,retinol equivalent,beta-carotene activity,10,beta-carotene equivalent,beta-carotene,10,µg,Vitamin B1,0.06,mg,Vitamin B2,0.09,mg,Vitamin B6,0.19,mg,Vitamin B12,1.1,µg,Niacin,0.39,mg,Folat,4.9,µg,Pantothensäure,0.43,mg,Vitamin C,0.7,mg,Vitamin D,0,µg,Vitamin E,0.15,alpha-tocopherol equivalent,Natrium,800,mg,Kalium,140,mg,Chlorid,1230,mg,Kalzium,61,mg,Magnesium,14,mg,Phosphor,65,mg,Eisen,30,mg,Jodid,6.8,µg,Zink,1.6,mg
1009,"Bohne, grün, gedämpft (ohne Zugabe von Salz)",Gartenbohne,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,150,kJ,Energie kcal,35,kcal,Protein,2.3,g,Alkohol,0,g,Wasser,89.3,g,Kohlenhydrate,4,g,Stärke,1.5,g,Zucker,2.4,g,Ballaststoffe,3.4,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,35,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,421,beta-carotene equivalent,beta-carotene,313,µg,Vitamin B1,0.07,mg,Vitamin B2,0.1,mg,Vitamin B6,0.13,mg,Vitamin B12,0,µg,Niacin,0.62,mg,Folat,46,µg,Pantothensäure,0.84,mg,Vitamin C,12.5,mg,Vitamin D,0,µg,Vitamin E,0.26,alpha-tocopherol equivalent,Natrium,3.7,mg,Kalium,220,mg,Chlorid,14,mg,Kalzium,58,mg,Magnesium,27,mg,Phosphor,40,mg,Eisen,0.9,mg,Jodid,3.1,µg,Zink,0.3,mg
473,"Bohne, grün, getrocknet",Dörrbohne,Gemüse/Gemüse getrocknet,g,100,Energie kJ,1060,kJ,Energie kcal,255,kcal,Protein,20.2,g,Alkohol,0,g,Wasser,6,g,Kohlenhydrate,26,g,Stärke,10.3,g,Zucker,9.5,g,Ballaststoffe,25.3,g,Fett,2,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.4,g,Mehrfach ungesättigte Fettsäuren,1.1,g,Vitamin A,114,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1370,beta-carotene equivalent,beta-carotene,1370,µg,Vitamin B1,0.51,mg,Vitamin B2,0.71,mg,Vitamin B6,1.9,mg,Vitamin B12,0,µg,Niacin,4.1,mg,Folat,190,µg,Pantothensäure,3.4,mg,Vitamin C,67.6,mg,Vitamin D,0,µg,Vitamin E,1,alpha-tocopherol equivalent,Natrium,17,mg,Kalium,1780,mg,Chlorid,140,mg,Kalzium,430,mg,Magnesium,190,mg,Phosphor,290,mg,Eisen,5.9,mg,Jodid,25,µg,Zink,2.5,mg
